Sentence,Label
Highlight: House Democrats announce two articles of impeachment. “The question is have they persuaded the American…,neutral
Italy announces guarantees for bank loans worth over 400 billion euros,neutral
Evacuation of Canadians from Virus Zone Is ‘Underway’ in China,neutral
"As countries move up the income ladder, the proportion of people who work in agriculture declines",neutral
"WATCH: New York City Mayor Bill de Blasio holds a news conference on the coronavirus outbreak, which has infected t…",neutral
"Frequency Therapeutics EPS misses by $0.05, misses on revenue",negative
Carnival's stock soars after Saudi sovereign wealth fund takes stake in the crippled cruise company,positive
"Nu Oil and Gas : Holdings in Company Nov 25, 2019 #NuOilandGas #Stock #MarketScreener",neutral
OneWater Marine prices IPO at bottom of recently lowered range,neutral
Oil traders and sellers are looking at floating storage as they grapple with the effects of coronavirus,neutral
(+1.5% pre) Global Jurisdictions Continue to Recognize Microbot Medical’s Innovative Technology; Receives Not…,positive
Adobe Did Good – And Stock Is Headed To A Record High,positive
- Twilio gets Street-low target on virus risk,negative
Neuronetics to Present at the 31st Annual Piper Jaffray Healthcare Conference,neutral
Impossible Dream? Uber Aims At Profitability In 2020,neutral
Viper Energy Q4 2019 Earnings Preview,neutral
"Stocks indexes edge higher for the day, lower for the week",neutral
Bank of Canada’s Poloz Sees Era of Low Global Interest Rates,neutral
Government Launches Portal For Subsidy Scheme Under PMAY,neutral
Pyxus International among consumer gainers; Tupperware Brands and Fossil among losers,neutral
"Banks will need more capital buffers in a downturn, Rosengren says",neutral
Thieves made off with jewelry and artifacts worth a reported $1.1 billion after an early-morning burglary at a Germ…,neutral
Edited Transcript of GFF earnings conference call or presentation 13-Nov-19 9:30pm GMT,neutral
This 1 Common Thing Could Devastate Your Finances,neutral
Tencent : ADOPTION OF RESTRICTED SHARE AWARD SCHEME #Tencent #Stock #MarketScreener,neutral
China to raise penalties on IP theft in trade war compromise - SCMP,neutral
U.S. officials are signaling the European Union might be an easier target than the U.K. for a quick outcome aimed a…,neutral
great news this morning. Taking some before it explodes higher. NEWS: Edison Nation is Pleased to Announce th…,positive
"Cameco EPS beats by $0.13, misses on revenue",neutral
Alibaba share sale for $13.B Hong Kong listing oversubscribed,neutral
Lululemon Athletica price target raised to $255 from $220 at CFRA,positive
The facts pile up against Trump in impeachment inquiry,neutral
ToughBuilt Industries reports Q3 results,neutral
"Do you buy the ""Mad Max"" design?",neutral
Avita Medical : Change in substantial holding from MS #AvitaMedical #Stock #MarketScreener,neutral
Trump Wins Suit Over Records of Meetings With Foreign Leaders,neutral
Shareholder Investigation Alert: Halper Sadeh LLP Investigates Whether the Sale of These Companies is Fair to Share…,negative
The future of the U.S. wireless industry hinges on a legal battle kicking off Monday in federal court,neutral
- Remain Cautiously Optimistic On Air Lease Even After Major Correction.  #finance #stocks #business,positive
The U.S. Navy sailor who fatally shot two people at Pearl Harbor before killing himself was unhappy with his comman…,neutral
"KL, CBAY among premarket losers",negative
How Nordstrom Is Benefiting From Direct-to-Consumer Brands,positive
"China Becomes Top Filer of International Patents in 2019 Amid Robust Growth for WIPO's IP Services, Treaties and Fi…",positive
Vital conversations happen all around the Eighth Federal Reserve District. One of the ways we listen is through our…,neutral
Allbirds co-CEO Joey Zwillinger calls out Amazon for releasing a private-label shoe that looks nearly identical to…,neutral
SoftBank to go ahead with WeWork stock tender offer this week #economy #MarketScreener,neutral
Trump's Republican supporters may be less committed than they seem  via,neutral
Dicker Data : Update - Dividend/Distribution - DDR #DickerData #Stock #MarketScreener,neutral
France reported a continued leveling-off of cases on Monday,neutral
"Saudi, others resist Mexican plan to make small oil output cuts - sources #economy #MarketScreener…",neutral
Audi : customer team wins Formula E season opener #AUDI #Stock #MarketScreener,neutral
Marvell stock falls after Cowen double downgrade,negative
TJX Q3 FactSet consensus 66 cents,neutral
Take a look inside the factory where robots work 24/7 to make the glass on your iPhone.,neutral
Canopy Growth +4% premarket on new cannabis license for Smiths Falls facility,positive
- Ingredion Q4 2019 Earnings Preview,neutral
"Apple's new Austin campus, which is expected to open in 2022, will initially house 5,000 employees, with the capaci…",neutral
"After $550 Million Exit, 34-Year Old Founder Wins Fresh Backers",neutral
"Troops are reinforcing the police in Bogota, after outbreaks of looting and vandalism",neutral
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,neutral
Novartis Finally Comes Through With Its Acquisition of Medicines Co,neutral
Weekly market update : Good corporate results counter virus fears #Weeklymarketupdate #marketscreener…,positive
Target shares surge after company crushes earnings and raises forecast,positive
Here are 5 tips for acing an interview when you're over 50.,neutral
China Is the Key for Solar Stocks in 2020,neutral
"LISTEN NOW: Uber revealed disturbing new data on sexual assaults, a blowout jobs report, and gaming's big future wi…",neutral
LVMH agreed to buy Tiffany for more than $16 billion in the largest luxury-goods deal ever,neutral
O'Reilly Automotive stock price target cut to $405 from $415 at J.P. Morgan,negative
Chinese Ambassador to EU Says Economic Impact of Virus Is Limited,neutral
Apache declares $0.25 dividend,neutral
"You’re Looking at Methane Emissions All Wrong, Industry Says",neutral
- Spirit Airlines (SAVE) Investor Presentation - Slideshow. Subscribe to Seeking Alpha for more:…,neutral
Terumo reports 9M results,neutral
Here’s how Charles Schwab and TD Ameritrade stack up amid reports of a blockbuster discount brokerage merger,neutral
Top Turkey Bankers Say They Were Fired on Regulators’ Orders,neutral
Jeremy Corbyn is a controversial leader even in his own party. Here's why,neutral
SunPower launches 22M-share public offering,neutral
Mountain America’s Free Adoption Event Saves Over 160 Pets at the Humane Society of Utah,neutral
here we go..... down....,negative
Retail sales drop amid supply chain disruptions,negative
- Investing With Brookfield: Achieving Attractive Risk/Reward And High Yield Simultaneously.…,neutral
November Payrolls Preview: This May Actually Matter,neutral
Galaxy Next Generation reports Q1 results,neutral
"Highlight: “Based on the long term picture of crude oil… it’s all pointing to a very bearish picture,”  sa…",neutral
Partnering with Costco is the latest major expansion for Beyond Meat,neutral
Golf legend ’s original 18-karat gold Rolex will be auctioned off today at Manhattan’s Phillip Auction…,neutral
International Isotopes reports Q3 results,neutral
"UPDATE 1-Former Goldman Sachs CEO pushes back on Warren's criticism, wealth tax",neutral
- U.S. rig count falls for fifth straight week,positive
Did You Miss Immunodiagnostic Systems Holdings's (LON:IDH) 38% Share Price Gain?,positive
DOJ seeks to reverse the ruling against Qualcomm,neutral
Jasper Therapeutics Launches with $35 Million Series A Financing to Develop and Commercialize Innovative Conditioni…,neutral
Niger Jihadist Raid Shows Speed of Islamic State Expansion,neutral
"What's in the black box?

Two recent incidents are exposing biases in decision-making algorithms used by finance an…",neutral
- Canopy Growth: Falling Apart During Leadership Void. Get more info on Seeking Alpha:,negative
Prosus N : Statement regarding Just Eat PLC (Just Eat) circular #ProsusNV #Stock #MarketScreener…,neutral
How much do you make? Salary disclosures could boost what you earn  by,neutral
"Nike to record $425 mln charge as it transitions brand business in Brazil, Argentina, Chile, Uruguay to distributor partnerships",negative
- Jeld-Wen Holding (JELD) Presents At 7th Annual Industrials Conference - Slideshow. Keep reading:…,neutral
Bernie Sanders has unveiled a plan to expand broadband internet access as part of a push to boost the economy and r…,neutral
"Entry 1.05  Tissue Paper News Played it once already now going for new highs, has news saying earnings go…",positive
GlobalData : Pemex in no position to maintain output profitably regardless of OPEC+ reques... #GlobalData #economy…,negative
: Deutsche Bank cuts to Hold,negative
"- Mesa Air EPS beats by $0.01, misses on revenue",neutral
"A man is suing Burger King because the meatless Impossible Whopper is cooked on the same grill as meat products, th…",negative
Forescout to be acquired by private-equity firm Advent in all-cash deal valued at $1.9 bln,neutral
What to expect in FedEx 2Q 2020 results,neutral
- Inter Pipeline to spend $935M on Heartland polypropylene plant,neutral
- Wells Fargo Multi-Sector Income Fund declares $0.09888 dividend,neutral
"HP Rejects Xerox 'Unsolicited' Buyout Offer, Open To Further Discussion",neutral
Unisys's stock soars 16% premarket after sale of U.S. Federal business for $1.2 bln,positive
"Stocks making the biggest moves midday: Netflix, Boeing, Groupon, Guess and more",neutral
Interpublic Group of Companies declares $0.235 dividend,neutral
Is Jazz Pharmaceuticals plc's (NASDAQ:JAZZ) CEO Paid At A Competitive Rate?,neutral
Newgioco reports Q3 results,neutral
Edited Transcript of MANU earnings conference call or presentation 18-Nov-19 1:00pm GMT,neutral
Blades boss Wilder 'drained' by VAR controversies #economy #MarketScreener,neutral
"The West is failing to meet China’s state-driven push for greater global influence, ex-U.S. trade chief says",neutral
Nike misses earnings estimates as banking sector stress,negative
Fed Unveils Major Expansion of Market -2- #economy #MarketScreener,neutral
"When ‘idjits’ mock Warren Buffett, the stock market could be in trouble",negative
Exclusive: Elise Stefanik Reflects on Her Two-Week Whirlwind,neutral
Barr says he’s aiming to wrap up Big Tech antitrust probe next year,neutral
Vodafone to Hand Management of Ghana Unit to Africa Operation,neutral
India’s ECB-Like Move to Inject Cash Stokes Short-Term Bonds,neutral
KLX Energy to implement cost cuts amid 'abrupt deterioration',neutral
"Google Maps seeks business, transit reviews in new look as it turns 15",neutral
"Bernie Madoff, the former Wall Street investment advisor infamous for his Ponzi scheme, is back in the news",neutral
Intel warns of losses tied to credit market strain,negative
MMG Consumer Brands Adds CPG Executive Nicole Butera as Product Development Manager,neutral
CFOAM : Update on the proposed strategic transaction with CONSOL #CFOAM #Stock #MarketScreener…,neutral
". and  are back in business breaking down Tiffany, TD Ameritrade and Bloomberg’s presiden…",neutral
Here’s the status of impeachment—and all the other Trump investigations—right now,neutral
"Tory Win Will Encourage U.K. House-Price Gains, Rightmove Says",neutral
- Xerox's new bid could force HP reconsideration - Wells Fargo,neutral
- Market Expects Good Earnings For Lululemon. Keep reading:  #economy #stockmarket #investing,positive
- Ambarella Will Be Hard Pressed To Keep Going At Its Current Pace. Read more:,negative
"Largest coal plant in the West shuts down, dealing financial losses to Native American tribes",negative
Schlumberger goes ex-dividend tomorrow,neutral
- Nvidia Slowing: Moving To Neutral Rating. Read more and sign up for updates:,negative
⚡️ Today is the International Day for the Elimination of Violence against Women. Here are some of the demonstration…,neutral
Goldman Sachs Says Wealthiest to Back off Stocks,negative
CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,positive
UPDATE 1-Novartis eyes Medicines Co to boost cardio franchise - report,neutral
